Year,Month,State,County,Rate
1995,July,Michigan,Newaygo County,10
1995,July,Michigan,Kent County,4.6
1995,July,Michigan,Presque Isle County,11.6
1995,July,Michigan,Luce County,9.1
1995,July,Michigan,Van Buren County,6.8
1995,November,Michigan,Livingston County,3.3
1995,November,Michigan,Clare County,8.9
1995,November,Michigan,Macomb County,3.7
1995,November,Michigan,Baraga County,10.8
1995,November,Michigan,Mason County,9.7
1995,November,Michigan,Eaton County,2.5
1995,November,Michigan,Calhoun County,4.6
1995,November,Michigan,Iosco County,8.1
1995,November,Michigan,Benzie County,7.4
1995,November,Michigan,Alcona County,8.5
1995,November,Michigan,Alger County,7.6
1995,November,Michigan,Gladwin County,7.1
1995,November,Michigan,Huron County,6.1
1995,November,Michigan,Mecosta County,4
1995,November,Michigan,Menominee County,5.8
1995,November,Michigan,Marquette County,7.7
1995,November,Michigan,Gratiot County,5.4
1995,November,Michigan,Kalkaska County,7
1995,November,Michigan,Montmorency County,14
1995,November,Michigan,Saint Joseph County,4
1995,November,Michigan,Charlevoix County,7.8
1995,November,Michigan,Mackinac County,17.8
1995,November,Michigan,Washtenaw County,2.1
1995,November,Michigan,Dickinson County,6
1995,November,Michigan,Barry County,3.7
1995,November,Michigan,Arenac County,8.9
1995,November,Michigan,Tuscola County,6.2
1995,November,Michigan,Oscoda County,8.6
1995,November,Michigan,Wayne County,5
1995,November,Michigan,Roscommon County,8.5
1995,November,Michigan,Alpena County,8.8
1995,November,Michigan,Jackson County,4
1995,November,Michigan,Saginaw County,4.9
1995,November,Michigan,Missaukee County,7
1995,November,Michigan,Genesee County,6
1995,November,Michigan,Hillsdale County,3.3
1995,November,Michigan,Cheboygan County,16.5
1995,November,Michigan,Wexford County,8
1995,November,Michigan,Berrien County,4.8
1995,November,Michigan,Oceana County,10
1995,November,Michigan,Oakland County,3
1995,November,Michigan,Lapeer County,4.2
1995,November,Michigan,Cass County,4.5
1995,November,Michigan,Allegan County,3.3
1995,November,Michigan,Crawford County,7.5
1995,November,Michigan,Bay County,4.6
1995,November,Michigan,Emmet County,11.7
1995,November,Michigan,Grand Traverse County,4.8
1995,November,Michigan,Isabella County,3.6
1995,November,Michigan,Houghton County,7.2
1995,November,Michigan,Muskegon County,5.8
1995,November,Michigan,Lake County,12.1
1995,November,Michigan,Chippewa County,8.8
1995,November,Michigan,Clinton County,2.5
1995,November,Michigan,Manistee County,9.7
1995,November,Michigan,Osceola County,6.4
1995,November,Michigan,Ottawa County,2.8
1995,November,Michigan,Lenawee County,4
1995,November,Michigan,Ionia County,5.1
1995,November,Michigan,Sanilac County,5.5
1995,November,Michigan,Gogebic County,13.1
1995,November,Michigan,Delta County,8.8
1995,November,Michigan,Otsego County,5.4
1995,November,Michigan,Montcalm County,6.3
1995,November,Michigan,Monroe County,3.6
1995,November,Michigan,Shiawassee County,5.9
1995,November,Michigan,Iron County,9.7
1995,November,Michigan,Ingham County,3
1995,November,Michigan,Branch County,3.9
1995,November,Michigan,Saint Clair County,4.8
1995,November,Michigan,Schoolcraft County,11.8
1995,November,Michigan,Kalamazoo County,2.9
1995,November,Michigan,Keweenaw County,17.2
1995,November,Michigan,Ogemaw County,8.8
1995,November,Michigan,Leelanau County,5.3
1995,November,Michigan,Midland County,3.9
1995,November,Michigan,Antrim County,7.7
1995,November,Michigan,Ontonagon County,19.2
1995,November,Michigan,Newaygo County,8.5
1995,November,Michigan,Kent County,3.1
1995,November,Michigan,Presque Isle County,14.3
1995,November,Michigan,Luce County,8
1995,November,Michigan,Van Buren County,6.1
1994,February,Michigan,Livingston County,5.4
1994,February,Michigan,Clare County,13.9
1994,February,Michigan,Macomb County,7
1994,February,Michigan,Baraga County,12.8
1994,February,Michigan,Mason County,13.5
1994,February,Michigan,Eaton County,5.1
1994,February,Michigan,Calhoun County,6.8
1994,February,Michigan,Iosco County,15.8
1994,February,Michigan,Benzie County,12.7
1994,February,Michigan,Alcona County,16.7
1994,February,Michigan,Alger County,12
1994,February,Michigan,Gladwin County,14.2
1994,February,Michigan,Huron County,12.3
1994,February,Michigan,Mecosta County,9.2
1994,February,Michigan,Menominee County,9.1
1994,February,Michigan,Marquette County,9.5
1994,February,Michigan,Gratiot County,9.2
1994,February,Michigan,Kalkaska County,12.8
1994,February,Michigan,Montmorency County,22.2
1994,February,Michigan,Saint Joseph County,5.9
1994,February,Michigan,Charlevoix County,13.5
1994,February,Michigan,Mackinac County,32
1994,February,Michigan,Washtenaw County,3.9
1994,February,Michigan,Dickinson County,9.3
1994,February,Michigan,Barry County,6.6
1994,February,Michigan,Arenac County,15.1
1994,February,Michigan,Tuscola County,10.9
1994,February,Michigan,Oscoda County,13.2
1994,February,Michigan,Wayne County,7.6
1994,February,Michigan,Roscommon County,14.7
1994,February,Michigan,Alpena County,16.1
1994,February,Michigan,Jackson County,8.3
1994,February,Michigan,Saginaw County,8
1994,February,Michigan,Missaukee County,11.3
1994,February,Michigan,Genesee County,10
1994,February,Michigan,Hillsdale County,7.2
1994,February,Michigan,Cheboygan County,25.6
1994,February,Michigan,Wexford County,11.7
1994,February,Michigan,Berrien County,8.1
1994,February,Michigan,Oceana County,18
1994,February,Michigan,Oakland County,5.6
1994,February,Michigan,Lapeer County,9.7
1994,February,Michigan,Cass County,6.5
1994,February,Michigan,Allegan County,6.3
1994,February,Michigan,Crawford County,13.1
1994,February,Michigan,Bay County,9.6
1994,February,Michigan,Emmet County,15
1994,February,Michigan,Grand Traverse County,7.9
1994,February,Michigan,Isabella County,6.5
1994,February,Michigan,Houghton County,10
1994,February,Michigan,Muskegon County,8.9
1994,February,Michigan,Lake County,16
1994,February,Michigan,Chippewa County,14.8
1994,February,Michigan,Clinton County,5.5
1994,February,Michigan,Manistee County,15.5
1994,February,Michigan,Osceola County,10.8
1994,February,Michigan,Ottawa County,5.5
1994,February,Michigan,Lenawee County,6.2
1994,February,Michigan,Ionia County,9.1
1994,February,Michigan,Sanilac County,13.4
1994,February,Michigan,Gogebic County,8.8
1994,February,Michigan,Delta County,13.7
1994,February,Michigan,Otsego County,8.9
1994,February,Michigan,Montcalm County,11.7
1994,February,Michigan,Monroe County,7.7
1994,February,Michigan,Shiawassee County,9.7
1994,February,Michigan,Iron County,14.5
1994,February,Michigan,Ingham County,5.6
1994,February,Michigan,Branch County,7.5
1994,February,Michigan,Saint Clair County,10.5
1994,February,Michigan,Schoolcraft County,19.4
1994,February,Michigan,Kalamazoo County,4.9
1994,February,Michigan,Keweenaw County,21.6
1994,February,Michigan,Ogemaw County,15.3
1994,February,Michigan,Leelanau County,8.1
1994,February,Michigan,Midland County,7.8
1994,February,Michigan,Antrim County,12.2
1994,February,Michigan,Ontonagon County,8.8
1994,February,Michigan,Newaygo County,12.6
1994,February,Michigan,Kent County,5.6
1994,February,Michigan,Presque Isle County,26.4
1994,February,Michigan,Luce County,17.3
1994,February,Michigan,Van Buren County,10
1994,October,Michigan,Livingston County,2.7
1994,October,Michigan,Clare County,8.7
1994,October,Michigan,Macomb County,4.2
1994,October,Michigan,Baraga County,7.2
1994,October,Michigan,Mason County,8.2
1994,October,Michigan,Eaton County,3
1994,October,Michigan,Calhoun County,5
1994,October,Michigan,Iosco County,8.3
1994,October,Michigan,Benzie County,5.9
1994,October,Michigan,Alcona County,9.2
1994,October,Michigan,Alger County,7.7
1994,October,Michigan,Gladwin County,8
1994,October,Michigan,Huron County,6.3
1994,October,Michigan,Mecosta County,4.6
1994,October,Michigan,Menominee County,5.8
1994,October,Michigan,Marquette County,5.7
1994,October,Michigan,Gratiot County,6.3
1994,October,Michigan,Kalkaska County,6.7
1994,October,Michigan,Montmorency County,12.6
1994,October,Michigan,Saint Joseph County,4
1994,October,Michigan,Charlevoix County,7.8
1994,October,Michigan,Mackinac County,3.5
1994,October,Michigan,Washtenaw County,2.7
1994,October,Michigan,Dickinson County,6
1994,October,Michigan,Barry County,3.9
1994,October,Michigan,Arenac County,8.9
1994,October,Michigan,Tuscola County,6.2
1994,October,Michigan,Oscoda County,7.9
1994,October,Michigan,Wayne County,5.6
1994,October,Michigan,Roscommon County,8.7
1994,October,Michigan,Alpena County,9.7
1994,October,Michigan,Jackson County,5.4
1994,October,Michigan,Saginaw County,5.7
1994,October,Michigan,Missaukee County,5
1994,October,Michigan,Genesee County,7.2
1994,October,Michigan,Hillsdale County,4.5
1994,October,Michigan,Cheboygan County,4.8
1994,October,Michigan,Wexford County,8.7
1994,October,Michigan,Berrien County,4.9
1994,October,Michigan,Oceana County,9.4
1994,October,Michigan,Oakland County,3.6
1994,October,Michigan,Lapeer County,4.6
1994,October,Michigan,Cass County,3.6
1994,October,Michigan,Allegan County,3.1
1994,October,Michigan,Crawford County,8.3
1994,October,Michigan,Bay County,5.8
1994,October,Michigan,Emmet County,8.5
1994,October,Michigan,Grand Traverse County,4.6
1994,October,Michigan,Isabella County,3.5
1994,October,Michigan,Houghton County,5.8
1994,October,Michigan,Muskegon County,6.2
1994,October,Michigan,Lake County,9.7
1994,October,Michigan,Chippewa County,7.6
1994,October,Michigan,Clinton County,3.1
1994,October,Michigan,Manistee County,9.4
1994,October,Michigan,Osceola County,7
1994,October,Michigan,Ottawa County,2.9
1994,October,Michigan,Lenawee County,4.2
1994,October,Michigan,Ionia County,6.8
1994,October,Michigan,Sanilac County,6.9
1994,October,Michigan,Gogebic County,7.5
1994,October,Michigan,Delta County,8.4
1994,October,Michigan,Otsego County,5.6
1994,October,Michigan,Montcalm County,7.2
1994,October,Michigan,Monroe County,4.5
1994,October,Michigan,Shiawassee County,6.4
1994,October,Michigan,Iron County,8.6
1994,October,Michigan,Ingham County,3.8
1994,October,Michigan,Branch County,4.3
1994,October,Michigan,Saint Clair County,5.2
1994,October,Michigan,Schoolcraft County,9.9
1994,October,Michigan,Kalamazoo County,3.5
1994,October,Michigan,Keweenaw County,7.7
1994,October,Michigan,Ogemaw County,8.4
1994,October,Michigan,Leelanau County,4
1994,October,Michigan,Midland County,4.8
1994,October,Michigan,Antrim County,7.6
1994,October,Michigan,Ontonagon County,6.2
1994,October,Michigan,Newaygo County,8.4
1994,October,Michigan,Kent County,3.6
1994,October,Michigan,Presque Isle County,11.9
1994,October,Michigan,Luce County,11.6
1994,October,Michigan,Van Buren County,5.1
1994,March,Michigan,Livingston County,5.2
1994,March,Michigan,Clare County,14.5
1994,March,Michigan,Macomb County,6.7
1994,March,Michigan,Baraga County,12.3
1994,March,Michigan,Mason County,13
1994,March,Michigan,Eaton County,4.7
1994,March,Michigan,Calhoun County,6.7
1994,March,Michigan,Iosco County,14.6
1994,March,Michigan,Benzie County,13.1
1994,March,Michigan,Alcona County,16.6
1994,March,Michigan,Alger County,11.7
1994,March,Michigan,Gladwin County,13.5
1994,March,Michigan,Huron County,12.4
1994,March,Michigan,Mecosta County,8.7
1994,March,Michigan,Menominee County,8.5
1994,March,Michigan,Marquette County,9.4
1994,March,Michigan,Gratiot County,8.3
1994,March,Michigan,Kalkaska County,13.6
1994,March,Michigan,Montmorency County,22.8
1994,March,Michigan,Saint Joseph County,5.4
1994,March,Michigan,Charlevoix County,13
1994,March,Michigan,Mackinac County,29.9
1994,March,Michigan,Washtenaw County,3.9
1994,March,Michigan,Dickinson County,8.7
1994,March,Michigan,Barry County,6.1
1994,March,Michigan,Arenac County,15.1
1994,March,Michigan,Tuscola County,10.4
1994,March,Michigan,Oscoda County,12.9
1994,March,Michigan,Wayne County,7.3
1994,March,Michigan,Roscommon County,14.8
1994,March,Michigan,Alpena County,15.4
1994,March,Michigan,Jackson County,8
1994,March,Michigan,Saginaw County,7.9
1994,March,Michigan,Missaukee County,10.4
1994,March,Michigan,Genesee County,9.5
1994,March,Michigan,Hillsdale County,6.6
1994,March,Michigan,Cheboygan County,25
1994,March,Michigan,Wexford County,12
1994,March,Michigan,Berrien County,7.4
1994,March,Michigan,Oceana County,18.6
1994,March,Michigan,Oakland County,5.4
1994,March,Michigan,Lapeer County,9.3
1994,March,Michigan,Cass County,5.9
1994,March,Michigan,Allegan County,6.2
1994,March,Michigan,Crawford County,13.5
1994,March,Michigan,Bay County,9.8
1994,March,Michigan,Emmet County,15.1
1994,March,Michigan,Grand Traverse County,8
1994,March,Michigan,Isabella County,6.4
1994,March,Michigan,Houghton County,9.8
1994,March,Michigan,Muskegon County,8.8
1994,March,Michigan,Lake County,14.8
1994,March,Michigan,Chippewa County,14.5
1994,March,Michigan,Clinton County,5.2
1994,March,Michigan,Manistee County,15.4
1994,March,Michigan,Osceola County,10.4
1994,March,Michigan,Ottawa County,4.9
1994,March,Michigan,Lenawee County,5.8
1994,March,Michigan,Ionia County,8.8
1994,March,Michigan,Sanilac County,12.8
1994,March,Michigan,Gogebic County,8.6
1994,March,Michigan,Delta County,12.8
1994,March,Michigan,Otsego County,9.1
1994,March,Michigan,Montcalm County,12
1994,March,Michigan,Monroe County,6.6
1994,March,Michigan,Shiawassee County,9.4
1994,March,Michigan,Iron County,14.3
1994,March,Michigan,Ingham County,5.5
1994,March,Michigan,Branch County,6.7
1994,March,Michigan,Saint Clair County,10
1994,March,Michigan,Schoolcraft County,19
1994,March,Michigan,Kalamazoo County,4.9
1994,March,Michigan,Keweenaw County,16.5
1994,March,Michigan,Ogemaw County,14.2
1994,March,Michigan,Leelanau County,8.2
1994,March,Michigan,Midland County,8
1994,March,Michigan,Antrim County,12.8
1994,March,Michigan,Ontonagon County,8.5
1994,March,Michigan,Newaygo County,12.5
1994,March,Michigan,Kent County,5.2
1994,March,Michigan,Presque Isle County,25.3
1994,March,Michigan,Luce County,16.9
1994,March,Michigan,Van Buren County,9
1994,August,Michigan,Livingston County,3.4
1994,August,Michigan,Clare County,9.8
1994,August,Michigan,Macomb County,4.9
1994,August,Michigan,Baraga County,8.6
1994,August,Michigan,Mason County,8.3
1994,August,Michigan,Eaton County,3.2
1994,August,Michigan,Calhoun County,5.4
1994,August,Michigan,Iosco County,8.9
1994,August,Michigan,Benzie County,5.4
1994,August,Michigan,Alcona County,9.6
1994,August,Michigan,Alger County,7.4
1994,August,Michigan,Gladwin County,8.5
1994,August,Michigan,Huron County,7.4
1994,August,Michigan,Mecosta County,5.9
1994,August,Michigan,Menominee County,6.3
1994,August,Michigan,Marquette County,6.7
1994,August,Michigan,Gratiot County,7.3
1994,August,Michigan,Kalkaska County,7
1994,August,Michigan,Montmorency County,13.2
1994,August,Michigan,Saint Joseph County,3.7
1994,August,Michigan,Charlevoix County,7.5
1994,August,Michigan,Mackinac County,2
1994,August,Michigan,Washtenaw County,3.3
1994,August,Michigan,Dickinson County,6.5
1994,August,Michigan,Barry County,4.2
1994,August,Michigan,Arenac County,9.2
1994,August,Michigan,Tuscola County,7.1
1994,August,Michigan,Oscoda County,8.3
1994,August,Michigan,Wayne County,6.5
1994,August,Michigan,Roscommon County,9
1994,August,Michigan,Alpena County,11.3
1994,August,Michigan,Jackson County,6.4
1994,August,Michigan,Saginaw County,6.2
1994,August,Michigan,Missaukee County,6.3
1994,August,Michigan,Genesee County,8
1994,August,Michigan,Hillsdale County,5.3
1994,August,Michigan,Cheboygan County,2.6
1994,August,Michigan,Wexford County,8.9
1994,August,Michigan,Berrien County,5.6
1994,August,Michigan,Oceana County,9.9
1994,August,Michigan,Oakland County,4.2
1994,August,Michigan,Lapeer County,4.7
1994,August,Michigan,Cass County,4
1994,August,Michigan,Allegan County,3.4
1994,August,Michigan,Crawford County,7.9
1994,August,Michigan,Bay County,6.5
1994,August,Michigan,Emmet County,8.7
1994,August,Michigan,Grand Traverse County,4.5
1994,August,Michigan,Isabella County,4.5
1994,August,Michigan,Houghton County,7
1994,August,Michigan,Muskegon County,7.3
1994,August,Michigan,Lake County,11.1
1994,August,Michigan,Chippewa County,8.6
1994,August,Michigan,Clinton County,3.5
1994,August,Michigan,Manistee County,10.2
1994,August,Michigan,Osceola County,7
1994,August,Michigan,Ottawa County,3.2
1994,August,Michigan,Lenawee County,4.3
1994,August,Michigan,Ionia County,7.5
1994,August,Michigan,Sanilac County,8
1994,August,Michigan,Gogebic County,8.2
1994,August,Michigan,Delta County,9.6
1994,August,Michigan,Otsego County,5.4
1994,August,Michigan,Montcalm County,11
1994,August,Michigan,Monroe County,5.6
1994,August,Michigan,Shiawassee County,7.2
1994,August,Michigan,Iron County,9.3
1994,August,Michigan,Ingham County,4.4
1994,August,Michigan,Branch County,4.8
1994,August,Michigan,Saint Clair County,6.3
1994,August,Michigan,Schoolcraft County,10.8
1994,August,Michigan,Kalamazoo County,3.9
1994,August,Michigan,Keweenaw County,5
1994,August,Michigan,Ogemaw County,8.9
1994,August,Michigan,Leelanau County,3.5
1994,August,Michigan,Midland County,5.1
1994,August,Michigan,Antrim County,7.6
1994,August,Michigan,Ontonagon County,6.2
1994,August,Michigan,Newaygo County,9.6
1994,August,Michigan,Kent County,4.3
1994,August,Michigan,Presque Isle County,13
1994,August,Michigan,Luce County,11.9
1994,August,Michigan,Van Buren County,5.4
1994,May,Michigan,Livingston County,3.2
1994,May,Michigan,Clare County,11
1994,May,Michigan,Macomb County,5.1
1994,May,Michigan,Baraga County,12
1994,May,Michigan,Mason County,9.6
1994,May,Michigan,Eaton County,3.2
1994,May,Michigan,Calhoun County,5.3
1994,May,Michigan,Iosco County,10.1
1994,May,Michigan,Benzie County,8.9
1994,May,Michigan,Alcona County,12
1994,May,Michigan,Alger County,9.7
1994,May,Michigan,Gladwin County,9.9
